/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_19_522.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_19_522.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_19_522.jpg, 0, 0, 0, 7.803987E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_19_624.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_19_624.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_19_624.jpg, 0, 0, 0, 8.093379E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_19_739.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_19_739.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_19_739.jpg, 0, 0, 0, 7.791036E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_19_857.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_19_857.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_19_857.jpg, 0, 0, 0, 7.792029E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_19_971.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_19_971.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_19_971.jpg, 0, 0, 0, 7.94453E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_20_083.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_20_083.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_20_083.jpg, 0, 0, 0, 7.747838E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_20_189.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_20_189.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_20_189.jpg, 0, 0, 0, 7.757174E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_20_306.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_20_306.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_20_306.jpg, 0, 0, 0, 7.947175E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_20_436.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_20_436.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_20_436.jpg, 0, 0, 0, 7.828575E-05
/home/formule1/Self-Driving-Car-Simulation/Data/IMG/center_2020_11_22_18_26_20_540.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/left_2020_11_22_18_26_20_540.jpg, /home/formule1/Self-Driving-Car-Simulation/Data/IMG/right_2020_11_22_18_26_20_540.jpg, 0, 0, 0, 7.79817E-05
